PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Num,Side
1865_03,0,0,2,8,0,1,6,292,1
1865_04,0,0,2,7,0,0,6,292,1
1865_05,0,0,2,25,0,0,6,292,1
1865_06,0,0,2,6,0,0,6,292,1
1866_01,0,0,2,29,0,0,5,371,0
1868_01,2,1,2,64,0,1,5,372,0
1871_01,1,0,2,31,0,1,2,70,1
1872_01,2,1,2,25,0,0,4,139,1
1873_01,0,1,2,30,0,1,6,293,1
1874_01,0,1,2,0,0,0,6,305,0
1874_02,0,0,1,29,0,0,5,374,0
1877_01,0,0,2,37,0,0,6,306,0
1878_01,0,0,2,49,0,0,5,375,0
1879_01,1,0,2,36,0,0,3,58,0
1880_01,0,0,0,20,0,0,5,376,0
1881_01,0,0,2,20,0,1,5,377,0
1882_01,1,0,0,18,0,1,2,71,1
1882_02,1,1,0,17,0,1,5,82,1
1884_01,2,1,2,48,0,0,4,140,1
1886_01,0,0,2,26,0,0,4,141,1
1887_01,0,0,2,35,0,0,6,295,1
1888_01,0,0,2,30,0,1,5,361,1
1889_01,0,0,2,22,0,0,5,378,0
1889_02,0,1,2,5,0,0,6,307,0
1890_01,0,1,0,43,0,0,6,308,0
1891_01,2,1,2,52,0,0,4,142,1
1892_01,1,0,2,50,0,1,3,59,0
1892_02,1,0,2,29,0,1,5,82,1
1892_03,1,0,0,19,0,0,3,59,0
1897_01,1,0,0,39,0,1,2,72,1
1897_02,1,0,2,38,0,1,2,72,1
1898_01,0,1,0,21,0,0,6,296,1
1899_01,0,0,1,25,0,0,6,297,1
1901_01,1,1,0,42,0,1,0,14,0
1901_02,1,1,0,36,0,1,0,14,0
1902_01,0,0,2,19,0,0,6,298,1
1903_01,0,1,2,42,0,0,6,309,0
1905_01,0,0,0,40,0,0,5,364,1
1906_01,0,1,2,14,0,0,6,299,1
1907_01,1,0,2,50,0,0,3,60,0
1908_01,2,0,2,18,0,0,4,115,0
1911_01,0,0,2,46,0,0,6,300,1
1915_01,0,0,2,27,0,0,4,116,0
1916_01,1,1,2,15,0,1,3,61,0
1916_02,1,0,0,22,0,0,3,61,0
1918_01,1,1,2,0,0,0,0,23,1
1918_02,1,1,2,52,0,1,0,23,1
1918_03,1,0,2,38,0,1,0,23,1
1920_01,2,0,2,46,0,0,4,117,0
1922_01,0,1,0,23,0,0,6,303,1
1923_01,1,0,2,63,0,1,2,65,0
1923_02,1,1,0,24,0,1,2,65,0
1925_01,0,1,2,50,0,0,6,304,1
1926_01,0,1,2,20,0,0,6,305,1
1927_01,2,0,2,55,0,0,3,66,1
1928_01,0,0,1,21,0,1,4,144,1
1931_01,1,1,0,56,0,1,2,73,1
1933_01,0,0,2,45,0,1,4,118,0
1935_01,0,1,0,18,0,0,6,307,1
1937_01,0,0,2,47,0,0,5,368,1
1938_01,0,0,2,36,0,1,5,369,1
1939_01,2,0,2,57,1,0,5,385,0
1939_02,2,0,2,13,0,0,3,62,0
1940_01,2,0,2,27,0,0,5,386,0
1941_01,0,0,2,20,0,0,5,370,1
1942_01,0,0,2,47,0,0,6,312,0
1945_01,0,0,2,15,0,0,4,120,0
1946_01,0,0,2,34,0,0,6,313,0
1947_01,0,0,2,21,0,0,5,372,1
1950_01,0,0,2,51,0,0,5,374,1
1952_01,0,0,2,23,0,0,4,121,0
1953_01,0,0,2,58,0,0,5,387,0
1956_01,2,0,2,37,0,0,3,68,1
1956_02,2,0,1,44,0,1,3,68,1
1957_01,0,1,2,25,0,0,6,309,1
1959_01,1,1,2,15,0,1,2,66,0
1959_02,1,0,2,40,0,0,2,66,0
1959_03,1,0,0,29,0,1,2,66,0
1960_01,0,1,2,36,0,1,4,122,0
1960_02,0,0,1,21,0,1,4,122,0
1961_01,0,0,2,35,0,1,6,315,0
1962_01,0,0,2,24,0,0,5,390,0
1962_02,0,0,0,2,0,0,6,316,0
1962_03,0,1,2,0,0,1,6,316,0
1963_01,0,0,2,43,0,0,5,391,0
1964_01,1,0,2,63,0,0,2,74,1
1967_01,0,1,2,30,0,1,6,318,0
1968_01,0,1,1,38,0,1,6,319,0
1969_01,1,0,0,27,0,1,2,75,1
1971_01,0,0,1,54,0,0,5,375,1
1973_01,1,1,0,39,0,1,0,24,1
1974_01,2,0,2,41,0,0,3,63,0
1975_01,0,0,2,22,0,0,6,310,1
1976_01,1,0,0,23,0,1,1,82,1
1976_02,1,0,2,34,0,1,1,82,1
1976_03,1,1,0,26,1,1,1,82,1
1976_04,1,0,2,39,0,0,1,82,1
1976_05,1,1,0,15,0,1,1,82,1
1976_06,1,1,2,64,0,1,1,82,1
1976_07,1,1,2,25,0,1,1,82,1
1977_01,2,1,2,35,0,1,5,393,0
1978_01,0,1,2,19,0,1,6,311,1
1979_01,0,0,2,26,0,0,5,376,1
1980_01,0,1,2,3,0,1,6,312,1
1980_02,0,0,2,29,0,0,6,312,1
1980_03,0,1,2,44,0,1,6,312,1
1981_01,0,0,2,27,0,0,4,124,0
1983_01,0,0,1,17,0,0,6,320,0
1984_01,1,0,0,37,0,1,5,82,1
1985_01,2,1,0,19,0,1,5,394,0
1988_01,0,1,2,44,0,0,6,321,0
1991_01,0,0,0,22,0,0,5,378,1
1991_02,0,0,2,22,0,1,4,146,1
1992_01,2,1,2,21,0,1,5,379,1
1993_01,0,0,2,31,0,0,5,380,1
1994_01,0,0,2,17,0,1,4,125,0
1995_01,0,0,1,30,0,0,6,314,1
1996_01,0,0,2,15,0,0,5,381,1
1997_01,0,0,2,42,0,1,6,315,1
1999_01,0,0,2,55,0,0,5,383,1
2000_01,1,0,0,28,0,1,2,76,1
2001_01,0,0,2,33,0,0,5,396,0
2003_01,0,0,2,19,0,0,6,323,0
2006_01,0,0,2,24,0,0,5,386,1
2006_02,0,0,2,4,0,0,6,317,1
2006_03,0,1,2,2,0,0,6,317,1
2007_01,1,0,0,30,0,1,0,25,1
2009_01,1,0,2,31,0,0,1,59,0
2009_02,1,1,2,17,0,1,1,59,0
2009_03,1,1,0,40,0,1,1,59,0
2010_01,0,1,1,33,0,1,6,324,0
2011_01,0,1,1,46,0,0,6,318,1
2012_01,1,0,0,30,1,0,1,60,0
2013_01,0,0,2,17,0,0,5,398,0
2015_01,0,0,2,19,0,1,5,387,1
2019_01,1,0,0,22,0,1,1,83,1
2019_02,1,0,0,20,0,0,1,83,1
2022_01,0,0,1,36,0,0,5,390,1
2024_01,0,0,2,0,0,1,6,322,1
2024_02,0,0,0,17,0,1,4,150,1
2026_01,0,1,2,27,0,1,6,323,1
2026_02,0,1,1,15,0,1,6,323,1
2026_03,0,0,2,20,0,0,6,323,1
2027_01,0,0,0,19,0,1,5,399,0
2028_01,0,0,1,24,0,0,5,391,1
2029_01,0,0,0,43,0,0,5,400,0
2032_01,2,1,2,26,0,1,5,402,0
2034_01,0,0,2,42,0,0,5,393,1
2038_01,0,0,2,21,0,0,5,404,0
2040_01,1,1,2,50,0,1,1,85,1
2040_02,1,1,2,25,0,1,1,85,1
2041_01,0,1,2,64,0,1,6,327,0
2042_01,0,0,2,50,0,0,5,394,1
2043_01,2,1,2,24,0,1,5,395,1
2044_01,0,0,2,27,0,1,5,396,1
2045_01,0,1,0,42,0,1,6,324,1
2046_01,0,1,0,30,0,0,6,328,0
2051_01,0,0,2,20,0,1,4,126,0
2052_01,2,0,2,31,0,1,4,151,1
2053_01,1,0,0,26,0,0,2,68,0
2054_01,1,0,0,39,0,0,2,69,0
2055_01,0,0,2,27,0,0,6,330,0
2055_02,0,0,1,32,0,1,6,330,0
2055_03,0,1,2,25,0,1,6,330,0
2055_04,0,0,2,6,0,1,6,330,0
2055_05,0,1,2,3,0,1,6,330,0
2055_06,0,1,2,11,0,0,6,330,0
2056_01,0,1,2,52,0,0,6,331,0
2056_02,0,0,2,14,0,0,5,407,0
2056_03,0,0,2,68,0,0,5,407,0
2056_04,0,1,1,18,0,1,6,331,0
2059_01,0,0,2,55,0,1,6,333,0
2060_01,0,0,0,22,0,0,6,327,1
2061_01,1,0,2,34,0,1,3,65,0
2062_01,2,0,2,17,0,0,5,398,1
2063_01,0,1,1,38,0,0,6,328,1
2065_01,0,0,2,13,0,0,5,410,0
2066_01,0,1,2,19,0,1,6,329,1
2067_01,1,1,2,30,0,1,2,70,0
2067_02,1,0,2,27,1,0,2,70,0
2070_01,0,0,2,17,0,1,4,127,0
2071_01,1,0,0,45,0,0,2,78,1
2071_02,1,0,0,28,0,1,2,78,1
2073_01,0,0,2,23,0,0,5,401,1
2074_01,1,0,2,24,0,0,3,69,1
2074_02,1,0,2,23,0,1,3,69,1
2075_01,0,0,0,29,0,0,5,402,1
2080_01,0,0,2,46,0,0,6,334,0
2081_01,0,0,1,17,0,1,5,411,0
2082_01,0,0,2,20,0,0,6,335,0
2083_01,0,0,2,24,0,0,5,407,1
2084_01,1,0,2,40,0,0,0,16,0
2084_02,1,1,2,27,0,1,0,16,0
2085_01,1,0,2,38,0,0,2,72,0
2086_01,1,0,2,65,0,1,0,26,1
2086_02,1,0,2,19,0,1,0,26,1
2087_01,0,0,2,54,0,1,5,408,1
2088_01,0,0,0,38,0,0,5,409,1
2088_02,0,0,2,40,0,1,6,331,1
2089_01,0,0,1,21,0,0,5,412,0
2090_01,0,0,2,22,0,1,5,413,0
2091_01,0,0,2,33,0,0,5,414,0
2092_01,2,0,2,18,0,1,3,70,1
2092_02,2,0,2,43,0,0,4,153,1
2092_03,2,0,2,13,0,0,5,82,1
2092_04,2,0,2,26,0,0,5,410,1
2092_05,2,0,2,22,0,0,3,70,1
2094_01,2,1,2,21,0,1,5,415,0
2095_01,0,0,1,25,0,0,5,411,1
2096_01,2,0,2,29,0,0,5,412,1
2096_02,2,0,2,49,0,0,5,412,1
2097_01,1,1,0,29,0,1,1,86,1
2099_01,2,0,2,45,0,1,3,71,1
2100_01,0,0,1,45,0,1,5,413,1
2102_01,1,0,2,30,0,0,2,79,1
2104_01,0,0,2,29,0,0,5,414,1
2104_02,0,0,2,26,0,0,5,82,1
2105_01,0,1,0,16,0,0,6,335,1
2106_01,0,0,0,20,0,0,6,336,1
2107_01,0,0,2,33,0,0,6,338,0
2110_01,0,1,2,18,0,0,6,339,0
2111_01,2,0,2,24,0,0,5,417,0
2112_01,2,0,2,29,0,0,5,418,0
2114_01,1,1,0,40,0,1,1,87,1
2115_01,1,1,2,27,0,1,3,72,1
2116_01,0,1,2,35,0,0,6,339,1
2117_01,1,0,2,31,0,0,5,82,1
2118_01,0,1,1,26,0,0,6,340,0
2120_01,2,0,2,49,0,1,3,73,1
2121_01,0,1,2,23,0,0,6,341,0
2123_01,0,1,1,23,0,0,6,342,0
2123_02,0,1,1,14,0,1,6,342,0
2124_01,0,0,0,21,0,0,6,341,1
2125_01,0,0,2,18,0,0,6,343,0
2126_01,0,0,2,27,0,0,5,415,1
2127_01,0,0,2,19,0,1,5,419,0
2128_01,0,0,2,22,0,0,6,344,0
2129_01,0,0,2,17,0,0,5,420,0
2130_01,0,0,1,13,0,0,5,421,0
2131_01,0,0,2,26,0,0,4,128,0
2133_01,2,0,2,27,0,0,3,74,1
2133_02,2,1,2,16,0,1,5,416,1
2134_01,2,0,2,20,0,0,5,422,0
2135_01,0,0,2,20,0,0,4,129,0
2135_02,0,0,2,23,0,0,4,129,0
2136_01,0,0,2,61,0,0,6,343,1
2137_01,2,1,2,27,0,1,5,423,0
2137_02,2,0,0,3,0,1,5,423,0
2137_03,2,0,0,4,0,1,5,423,0
2138_01,0,1,0,13,0,1,6,344,1
2139_01,2,1,2,19,0,1,5,417,1
2140_01,0,0,2,18,0,1,5,424,0
2141_01,0,0,0,66,0,1,4,130,0
2142_01,2,1,2,39,0,1,5,418,1
2143_01,0,0,2,21,0,0,5,419,1
2143_02,0,1,2,7,0,0,6,345,1
2144_01,0,1,2,56,0,0,5,82,1
2145_01,0,0,2,15,0,0,5,425,0
2147_01,2,0,2,27,0,1,4,155,1
2148_01,0,0,2,13,0,0,5,420,1
2149_01,1,1,2,18,0,1,1,89,1
2150_01,0,1,1,38,0,0,6,346,0
2152_01,0,0,2,45,0,0,5,426,0
2153_01,0,1,2,21,0,0,6,347,0
2154_01,0,0,2,19,0,0,6,348,0
2156_01,0,0,2,49,0,0,5,421,1
2158_01,0,0,2,21,0,1,5,423,1
2159_01,0,0,2,18,0,1,5,424,1
2161_01,2,1,2,43,0,1,5,429,0
2162_01,2,1,1,27,0,1,5,425,1
2162_02,2,0,2,0,0,1,5,425,1
2163_01,0,0,2,27,0,0,6,349,0
2164_01,1,1,2,21,0,1,1,63,0
2167_01,0,0,1,20,0,0,5,431,0
2168_01,2,1,2,35,0,1,5,427,1
2168_02,2,0,2,20,0,0,5,427,1
2171_01,0,0,2,24,0,0,5,433,0
2171_02,0,0,2,41,0,0,6,351,0
2172_01,0,0,1,23,0,1,6,347,1
2173_01,0,1,1,27,0,1,6,352,0
2175_01,0,1,0,58,0,1,6,348,1
2177_01,2,1,2,53,0,1,5,435,0
2179_01,1,0,2,30,0,0,2,80,1
2180_01,0,0,0,24,0,0,5,428,1
2182_01,1,0,2,31,0,0,1,64,0
2183_01,2,0,1,46,0,0,5,429,1
2183_02,2,0,2,20,0,0,5,429,1
2186_01,0,1,2,20,0,0,6,350,1
2187_01,0,0,2,30,0,0,5,437,0
2188_01,0,0,0,24,0,0,5,438,0
2189_01,0,0,2,34,0,0,6,354,0
2190_01,0,0,2,20,0,0,5,430,1
2191_01,2,1,2,48,0,1,5,431,1
2193_01,0,0,1,25,0,0,5,439,0
2194_01,0,1,2,43,0,0,6,352,1
2195_01,0,0,2,27,0,1,5,440,0
2196_01,1,0,2,47,0,0,1,65,0
2196_02,1,0,0,26,0,1,1,65,0
2196_03,1,1,2,37,0,1,1,65,0
2196_04,1,0,0,42,0,0,1,65,0
2198_01,0,0,0,61,0,1,4,156,1
2200_01,2,0,2,29,0,0,5,442,0
2201_01,1,0,0,32,0,1,3,75,1
2202_01,2,0,2,51,0,0,5,443,0
2203_01,2,0,2,43,0,0,3,76,1
2204_01,1,1,0,25,0,1,1,90,1
2205_01,0,0,2,31,0,0,4,157,1
2206_01,0,0,1,13,0,0,5,432,1
2207_01,0,0,2,20,0,0,6,354,1
2209_01,0,0,2,29,0,0,5,433,1
2210_01,0,1,2,16,0,0,6,355,1
2211_01,0,0,2,15,0,1,5,434,1
2212_01,0,0,2,50,0,0,5,445,0
2215_01,1,0,0,41,1,1,0,27,1
2215_02,1,0,2,43,0,1,0,27,1
2215_03,1,1,2,32,0,1,0,27,1
2215_04,1,0,2,36,0,0,0,27,1
2219_01,0,1,0,18,0,1,5,82,1
2220_01,0,0,2,47,0,1,6,357,1
2221_01,0,1,1,29,0,1,6,355,0
2223_01,0,0,2,27,0,0,6,358,1
2224_01,0,0,2,14,0,1,5,435,1
2225_01,0,1,1,25,0,0,6,356,0
2228_01,2,0,2,63,0,0,4,158,1
2229_01,0,0,2,22,0,0,5,437,1
2231_01,2,0,2,32,0,0,4,159,1
2232_01,0,0,0,31,0,0,5,438,1
2232_02,0,0,2,24,0,0,5,438,1
2233_01,0,0,2,39,0,0,6,359,0
2234_01,2,1,0,20,0,1,5,448,0
2234_02,2,1,0,20,0,1,5,448,0
2234_03,2,0,2,19,0,0,4,134,0
2234_04,2,0,0,20,0,0,4,134,0
2234_05,2,0,2,31,0,0,3,66,0
2234_06,2,1,0,17,0,1,5,448,0
2234_07,2,0,2,24,0,0,5,448,0
2235_01,0,0,2,27,0,0,5,449,0
2237_01,1,0,0,28,0,1,2,83,1
2237_02,1,1,2,41,0,1,2,83,1
2238_01,1,1,0,25,0,1,0,28,1
2239_01,0,0,1,26,0,1,5,439,1
2241_01,0,0,2,27,0,0,5,451,0
2243_01,0,0,2,22,0,1,6,362,0
2251_01,1,0,0,62,0,0,0,29,1
2251_02,1,0,2,58,0,0,0,29,1
2252_01,0,0,2,37,0,0,6,363,0
2253_01,0,0,2,54,0,0,6,359,1
2254_01,0,0,2,26,0,0,5,455,0
2255_01,1,1,0,44,0,1,2,75,0
2255_02,1,1,2,34,0,1,2,75,0
2256_01,0,1,2,47,0,1,6,360,1
2257_01,1,0,2,27,1,1,2,76,0
2257_02,1,1,0,22,0,1,1,66,0
2258_01,0,1,2,46,0,1,6,364,0
2261_01,0,0,2,29,0,1,5,441,1
2262_01,0,0,0,43,0,0,6,365,0
2263_01,0,0,2,42,0,0,5,456,0
2264_01,0,0,2,39,0,1,5,442,1
2266_01,2,0,2,30,0,0,5,457,0
2267_01,2,0,2,43,0,1,4,161,1
2268_01,0,1,2,19,0,0,6,366,0
2269_01,2,1,2,26,0,1,5,458,0
2270_01,2,0,2,46,0,1,5,459,0
2272_01,0,0,2,3,0,1,6,367,0
2272_02,0,1,0,21,0,1,5,82,1
2272_03,0,0,2,1,0,1,6,367,0
2273_01,0,0,2,22,0,0,4,162,1
2274_01,1,1,0,27,0,1,2,79,0
2274_02,1,1,0,28,0,1,2,79,0
2275_01,2,0,1,36,0,0,5,460,0
2277_01,0,0,2,19,0,0,6,362,1
2278_01,1,1,0,18,0,1,2,80,0
2279_01,1,0,0,47,0,0,1,91,1
2280_01,1,0,2,18,0,0,1,92,1
2281_01,0,0,2,6,0,1,4,136,0
2282_01,0,0,2,20,0,0,5,461,0
2284_01,2,0,2,18,0,0,5,463,0
2287_01,0,0,2,37,0,0,5,464,0
2288_01,0,0,2,22,0,0,4,163,1
2289_01,2,0,2,37,0,1,5,465,0
2291_01,0,0,0,6,0,0,6,365,1
2291_02,0,0,2,36,0,0,6,365,1
2291_03,0,0,0,46,0,0,5,445,1
2295_01,0,0,2,75,0,0,5,466,0
2295_02,0,0,2,37,0,0,5,466,0
2296_01,0,1,2,22,0,1,6,369,0
2298_01,0,0,1,33,0,0,5,467,0
2299_01,2,0,2,35,0,0,5,448,1
2300_01,1,0,0,19,0,0,2,81,0
2300_02,1,0,0,34,0,0,2,81,0
2301_01,0,0,2,23,0,1,5,449,1
2301_02,0,0,0,37,0,0,6,367,1
2301_03,0,0,0,24,0,0,5,449,1
2302_01,1,0,2,54,1,0,0,18,0
2303_01,2,0,0,52,0,1,5,468,0
2305_01,0,1,2,60,0,0,6,368,1
2306_01,1,0,2,1,0,1,2,82,0
2306_02,1,0,2,27,0,1,2,82,0
2306_03,1,0,2,22,0,0,2,82,0
2306_04,1,0,0,27,0,1,2,82,0
2306_05,1,1,0,48,0,1,2,82,0
2306_06,1,0,0,47,0,0,2,82,0
2308_01,1,1,2,25,0,1,3,77,1
2308_02,1,0,0,49,0,0,3,77,1
2308_03,1,0,2,33,0,0,3,77,1
2308_04,1,0,2,67,0,1,3,77,1
2309_01,0,1,1,5,0,0,6,371,0
2310_01,1,1,0,60,0,1,3,68,0
2310_02,1,1,2,56,0,1,3,68,0
2310_03,1,0,2,59,0,0,3,68,0
2310_04,1,1,2,44,0,1,3,68,0
2311_01,0,0,2,33,0,0,6,372,0
2312_01,0,1,2,28,0,0,6,369,1
2313_01,2,0,2,29,0,0,5,469,0
2314_01,0,1,2,13,0,0,6,370,1
2315_01,1,1,0,34,0,1,1,67,0
2316_01,0,1,1,45,0,1,6,371,1
2317_01,0,0,2,39,0,0,6,372,1
2318_01,0,0,2,18,0,0,5,470,0
2319_01,0,1,1,57,0,0,6,373,0
2320_01,0,0,0,27,0,0,5,450,1
2321_01,0,1,1,25,0,1,6,373,1
2325_01,0,1,1,22,0,0,6,374,1
2327_01,1,0,2,32,0,1,1,68,0
2329_01,2,1,2,29,0,1,5,472,0
2332_01,0,0,2,21,0,0,5,453,1
2333_01,2,0,2,16,0,0,4,137,0
2336_01,1,1,0,45,0,1,0,30,1
2336_02,1,0,2,44,1,0,0,30,1
2338_01,0,1,0,27,0,1,6,376,0
2338_02,0,0,2,26,0,0,5,474,0
2339_01,2,0,2,46,0,0,5,475,0
2340_01,0,0,1,24,0,0,5,454,1
2341_01,0,0,2,15,0,1,5,455,1
2345_01,0,1,1,53,0,0,6,378,1
2347_01,0,0,0,28,0,0,5,477,0
2347_02,0,1,2,11,0,1,6,377,0
2347_03,0,1,2,7,0,0,6,377,0
2347_04,0,1,1,0,0,1,6,377,0
2347_05,0,1,0,15,0,1,6,377,0
2347_06,0,0,0,31,0,0,6,377,0
2347_07,0,0,2,9,0,0,6,377,0
2348_01,1,0,0,44,1,0,3,78,1
2349_01,0,0,2,35,0,0,6,379,1
2353_01,0,0,2,30,0,1,6,380,1
2353_02,0,0,0,13,0,0,5,457,1
2356_01,2,0,2,45,1,0,3,80,1
2356_02,2,1,2,4,0,1,3,80,1
2356_03,2,1,2,21,0,1,3,80,1
2357_01,0,0,2,20,0,0,4,139,0
2360_01,0,1,2,24,0,1,6,379,0
2361_01,0,1,1,3,0,0,6,380,0
2361_02,0,0,2,29,0,1,5,481,0
2363_01,1,0,2,28,0,1,2,85,1
2364_01,0,0,2,44,0,1,6,381,0
2365_01,1,1,2,50,0,1,3,71,0
2366_01,2,1,2,35,0,0,5,482,0
2367_01,0,0,2,19,0,0,5,483,0
2368_01,2,0,2,22,0,0,4,141,0
2369_01,0,0,2,30,0,0,5,484,0
2373_01,1,0,2,36,0,0,3,81,1
2374_01,2,0,2,20,0,1,4,166,1
2375_01,0,0,0,22,0,1,6,383,0
2376_01,0,0,0,22,0,0,5,459,1
2377_01,1,1,1,32,0,1,2,83,0
2379_01,0,0,2,35,0,0,5,487,0
2382_01,0,0,0,41,0,0,5,488,0
2384_01,0,1,2,57,0,0,6,383,1
2384_02,0,1,1,3,0,0,6,383,1
2384_03,0,0,0,11,0,1,6,383,1
2384_04,0,0,2,4,0,1,6,383,1
2384_05,0,1,2,17,0,0,6,383,1
2384_06,0,0,2,30,0,0,6,383,1
2384_07,0,1,2,11,0,1,5,82,1
2385_01,2,0,2,23,0,0,5,461,1
2387_01,0,0,2,58,0,1,4,142,0
2389_01,0,0,2,22,0,0,6,384,1
2390_01,0,0,2,24,0,0,6,385,0
2391_01,0,0,2,20,0,0,4,143,0
2392_01,0,1,2,37,0,1,6,386,0
2395_01,0,0,2,49,0,0,6,387,0
2396_01,0,0,2,46,0,0,4,168,1
2396_02,0,0,2,30,0,0,6,386,1
2397_01,0,0,0,36,0,0,6,387,1
2398_01,0,0,2,21,0,0,5,490,0
2399_01,2,0,2,25,1,0,4,169,1
2401_01,0,1,1,42,0,1,6,388,0
2402_01,0,1,2,13,0,0,6,389,0
2403_01,0,0,2,25,0,0,6,388,1
2404_01,1,0,2,29,0,0,2,86,1
2404_02,1,1,2,17,0,1,2,86,1
2404_03,1,0,0,36,0,1,2,86,1
2404_04,0,1,2,44,0,1,2,86,1
2406_01,2,1,2,18,0,1,5,465,1
2409_01,0,0,0,22,0,0,5,492,0
2409_02,0,1,2,22,0,1,6,390,0
2410_01,0,1,2,43,0,1,6,391,0
2411_01,0,0,2,29,0,1,5,493,0
2412_01,0,1,2,24,0,1,6,392,0
2413_01,0,1,1,18,0,1,6,390,1
2414_01,1,0,2,42,0,0,7,1,0
2416_01,0,0,2,43,0,0,6,391,1
2417_01,0,0,2,32,0,0,6,393,0
2419_01,0,1,2,15,0,1,6,394,0
2421_01,2,0,2,22,0,1,4,145,0
2423_01,0,1,2,20,0,0,6,395,0
2424_01,0,0,2,34,0,1,6,393,1
2426_01,2,1,2,70,0,1,5,466,1
2426_02,2,1,2,18,0,1,5,466,1
2427_01,1,1,2,26,0,1,1,94,1
2429_01,0,0,2,17,0,0,5,497,0
2431_01,0,0,2,13,0,0,5,498,0
2432_01,0,0,2,19,0,0,5,499,0
2433_01,1,1,2,32,0,1,2,84,0
2435_01,0,0,2,33,0,0,5,467,1
2436_01,0,0,2,21,0,0,5,501,0
2438_01,2,1,2,23,0,1,5,503,0
2439_01,0,0,2,24,0,1,5,504,0
2441_01,0,0,0,17,0,0,5,468,1
2442_01,2,1,2,34,0,1,5,505,0
2443_01,0,0,2,31,0,0,3,72,0
2444_01,0,0,0,43,0,0,5,506,0
2445_01,0,0,2,43,0,0,4,170,1
2446_01,0,0,2,33,0,1,5,507,0
2449_01,2,1,2,28,0,1,5,508,0
2449_02,2,1,2,27,0,0,4,146,0
2449_03,2,1,2,7,0,1,5,508,0
2451_01,0,1,1,16,0,0,6,395,1
2452_01,0,0,0,42,0,0,5,470,1
2453_01,2,1,2,27,0,1,4,147,0
2454_01,0,0,2,19,0,0,5,510,0
2455_01,2,0,2,42,0,0,5,471,1
2456_01,0,1,1,13,0,0,6,399,0
2457_01,0,1,2,16,0,1,6,400,0
2458_01,0,0,2,21,0,1,5,511,0
2460_01,0,1,1,28,0,1,6,402,0
2461_01,0,1,2,69,0,0,6,396,1
2462_01,0,1,1,15,0,0,6,397,1
2463_01,0,0,2,48,0,0,4,171,1
2466_01,0,0,2,42,0,0,5,472,1
2467_01,2,0,2,42,0,0,3,83,1
2470_01,0,0,2,23,0,0,6,398,1
2470_02,0,0,2,26,0,0,6,398,1
2471_01,0,0,2,45,0,0,6,403,0
2472_01,0,0,2,30,0,0,4,173,1
2474_01,2,1,2,36,0,1,5,475,1
2475_01,1,0,2,27,0,0,2,85,0
2476_01,0,0,2,35,0,0,5,512,0
2477_01,1,1,2,21,0,1,2,86,0
2477_02,1,1,0,50,0,1,2,86,0
2478_01,0,1,2,52,0,0,6,404,0
2479_01,0,1,1,21,0,0,5,82,1
2480_01,0,0,0,41,0,0,5,476,1
2483_01,0,0,0,35,0,0,5,477,1
2486_01,0,0,2,26,0,0,5,513,0
2486_02,0,0,2,17,0,0,5,513,0
2488_01,2,0,2,69,0,0,3,85,1
2489_01,1,1,2,27,0,1,1,72,0
2491_01,0,0,1,25,0,0,6,401,1
2492_01,2,1,2,27,0,1,5,480,1
2496_01,0,0,2,25,0,0,5,481,1
2497_01,0,0,0,36,0,0,5,82,1
2498_01,0,0,2,14,0,0,4,176,1
2499_01,1,1,0,27,0,1,2,89,1
2500_01,0,0,2,22,0,0,6,403,1
2502_01,0,0,2,24,0,0,6,404,1
2503_01,2,0,2,27,0,0,5,516,0
2503_02,2,0,2,4,0,1,5,516,0
2505_01,0,0,2,19,0,0,4,149,0
2505_02,0,0,2,19,0,0,4,149,0
2506_01,0,0,0,38,0,0,0,19,0
2506_02,1,1,0,39,0,1,0,19,0
2506_03,1,0,0,23,0,0,0,19,0
2508_01,1,1,0,57,0,1,3,86,1
2508_02,1,1,2,18,0,1,3,86,1
2509_01,0,0,2,43,0,0,5,483,1
2510_01,2,0,2,28,0,1,5,517,0
2512_01,1,0,0,33,0,0,2,91,1
2512_02,1,1,0,37,0,1,2,91,1
2513_01,0,0,2,28,0,0,5,82,1
2515_01,1,0,0,28,1,0,1,96,1
2515_02,1,1,0,18,0,1,1,96,1
2516_01,0,0,0,29,0,0,6,406,0
2518_01,1,1,2,29,0,1,2,87,0
2518_02,1,1,0,28,0,1,2,87,0
2519_01,0,0,2,24,0,1,5,485,1
2520_01,1,0,2,59,0,0,2,88,0
2521_01,2,1,2,43,0,0,4,151,0
2522_01,2,1,2,20,0,1,5,520,0
2523_01,1,1,0,23,0,1,1,73,0
2524_01,1,1,0,27,0,1,3,74,0
2526_01,1,1,0,38,0,1,1,74,0
2527_01,0,1,1,38,0,1,6,405,1
2528_01,2,0,2,48,0,1,5,487,1
2530_01,2,0,2,25,0,0,5,488,1
2531_01,0,1,1,25,0,1,6,407,0
2532_01,2,0,2,24,0,0,5,489,1
2532_02,2,1,2,69,0,1,5,489,1
2534_01,1,0,0,20,0,0,1,75,0
2534_02,1,1,0,18,0,1,1,75,0
2535_01,0,1,2,28,0,0,6,409,0
2537_01,0,0,1,23,0,1,4,152,0
2540_01,2,0,2,24,0,0,4,177,1
2541_01,1,0,2,44,0,0,1,77,0
2542_01,2,0,2,29,0,0,4,153,0
2544_01,1,0,0,6,0,1,1,97,1
