PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
1095_01,1,1,2,34,0,0,0,0,0,0,True,5,82,1
1096_01,0,0,2,27,0,222,0,0,0,419,False,6,170,1
1097_01,2,1,2,42,0,0,0,0,0,0,True,4,76,1
1099_01,0,0,1,22,0,0,76,532,0,0,False,5,225,0
1100_01,2,0,2,18,0,415,309,274,233,0,False,5,226,0
1100_02,2,0,2,5,0,1273,0,0,0,0,True,5,226,0
1100_03,2,0,2,18,0,635,0,104,944,0,False,5,226,0
1100_04,2,0,2,29,0,440,250,98,0,128,False,4,62,0
1102_01,2,0,1,39,0,169,0,547,1,634,False,5,227,0
1105_01,0,0,2,17,0,82,0,245,16,438,False,5,208,1
1108_01,2,0,2,58,0,55,0,625,234,100,False,5,211,1
1108_02,2,1,2,5,0,0,0,0,0,0,True,5,211,1
1110_01,1,0,2,23,0,0,24,0,55,1253,False,2,42,1
1110_02,1,0,0,26,0,8,1373,0,3,616,True,2,42,1
1112_01,1,0,0,40,0,0,1254,1102,58,100,True,1,39,0
1113_01,0,0,2,20,0,0,0,0,0,591,True,4,78,1
1114_01,2,0,2,38,1,730,0,328,0,0,False,4,79,1
1114_02,2,0,2,31,0,0,0,0,0,0,False,4,79,1
1115_01,0,1,2,34,0,0,0,0,0,0,True,6,173,1
1116_01,0,0,2,9,0,0,0,0,0,0,True,6,174,1
1116_02,0,0,2,36,0,0,1132,0,0,98,True,5,82,1
1116_03,0,1,2,26,0,0,0,0,0,0,True,6,174,1
1117_01,0,0,2,18,0,680,0,51,0,0,False,4,63,0
1121_01,0,0,1,55,0,98,46,0,608,0,True,5,229,0
1123_01,1,0,2,28,0,0,336,0,132,1269,False,1,40,0
1127_01,1,1,0,18,0,0,0,0,0,0,True,1,43,1
1129_01,0,0,2,28,0,2,0,0,646,3,False,4,80,1
1130_01,2,1,2,23,0,1273,0,0,0,0,False,4,81,1
1130_02,2,0,0,20,0,1273,3,1076,192,17,True,3,38,1
1132_01,0,1,2,22,0,0,0,0,0,0,False,5,82,1
1133_01,2,0,2,27,0,0,0,0,0,0,True,4,64,0
1134_01,1,1,0,13,0,0,0,0,0,0,True,5,82,1
1136_01,0,0,2,32,0,0,943,0,0,67,True,6,175,1
1140_01,1,0,2,53,0,0,137,931,3,618,True,1,46,1
1140_02,1,1,2,34,0,0,0,0,0,0,True,1,46,1
1140_03,1,1,0,42,0,0,0,0,0,0,True,1,46,1
1141_01,0,1,2,19,0,0,0,0,0,0,True,6,176,1
1142_01,0,0,2,54,0,0,0,0,0,707,True,6,173,0
1144_01,0,0,2,12,0,0,0,0,0,0,True,6,177,1
1144_02,0,0,2,35,0,408,0,711,0,30,False,5,217,1
1144_03,0,0,2,55,0,353,94,3,0,1306,False,6,177,1
1146_01,0,0,0,26,0,507,0,181,0,841,False,5,232,0
1147_01,1,1,2,49,0,0,0,0,0,0,True,1,42,0
1148_01,1,1,0,22,0,0,1507,0,0,0,True,2,42,0
1148_02,1,0,0,27,0,0,117,1012,1278,811,False,2,42,0
1148_03,1,0,2,30,0,0,1340,0,8,981,False,2,42,0
1148_04,1,0,0,39,0,0,1339,2,115,61,True,5,82,1
1148_05,1,1,2,14,0,0,0,0,0,0,True,2,42,0
1148_06,1,1,2,29,0,0,0,1115,0,0,True,2,42,0
1148_07,1,0,0,34,0,1131,643,75,26,944,False,2,42,0
1149_01,0,0,0,8,0,0,0,0,0,0,True,6,178,1
1149_02,0,0,2,7,0,0,0,0,0,0,False,6,178,1
1149_03,0,1,2,3,0,0,0,0,0,0,False,6,178,1
1149_04,0,0,2,0,0,0,0,0,0,0,False,6,178,1
1149_05,0,0,0,10,0,0,0,0,0,0,False,6,178,1
1150_01,0,1,0,16,0,1273,0,0,0,0,False,6,179,1
1152_01,2,0,2,41,0,29,0,797,0,4,False,5,218,1
1153_01,0,1,2,18,0,0,0,0,0,0,True,6,174,0
1154_01,1,1,2,25,0,0,1507,0,1327,0,True,1,43,0
1154_02,1,1,2,32,0,0,0,0,0,0,True,1,43,0
1154_03,1,1,0,26,0,0,0,0,0,0,True,1,43,0
1155_01,0,0,2,26,0,129,612,0,0,16,False,5,233,0
1155_02,0,1,2,18,0,0,0,0,0,0,True,6,175,0
1156_01,1,0,2,27,0,0,1130,2,1116,67,False,1,47,1
1156_02,1,1,2,26,0,0,0,0,0,0,True,1,47,1
1161_01,1,0,0,28,0,0,1467,71,43,395,True,1,48,1
1161_02,1,0,0,19,0,0,811,0,1323,566,False,1,48,1
1162_01,1,0,2,31,0,0,964,0,102,571,True,2,45,1
1163_01,0,0,0,35,0,0,827,5,0,7,True,5,235,0
1165_01,1,0,0,46,0,0,1399,0,32,1071,False,1,44,0
1165_02,1,0,2,37,0,521,294,0,198,67,False,1,44,0
1165_03,1,1,2,29,0,0,0,0,0,0,True,1,44,0
1165_04,1,1,2,17,0,0,0,0,0,0,True,1,44,0
1166_01,1,0,0,30,0,0,1204,734,1,979,False,2,43,0
1167_01,2,1,2,28,0,0,0,1115,0,0,True,5,236,0
1168_01,0,0,2,16,0,0,58,12,68,544,False,4,69,0
1169_01,2,0,2,40,0,1129,0,9,0,0,False,5,221,1
1170_01,0,0,2,23,0,0,0,260,0,435,False,4,83,1
1173_01,0,0,1,24,0,96,462,12,0,0,True,6,182,1
1174_01,0,1,2,36,0,0,0,1115,0,0,True,6,176,0
1175_01,2,1,2,34,0,0,0,0,0,0,True,5,223,1
1177_01,1,1,2,59,0,0,0,0,0,0,True,2,44,0
1178_01,0,0,2,20,0,0,0,494,0,0,False,5,224,1
1179_01,1,1,2,15,0,0,0,0,0,0,True,1,49,1
1180_01,0,0,2,19,0,0,1507,748,4,0,False,5,225,1
1182_01,2,1,0,64,0,0,0,0,0,0,True,5,237,0
1182_02,2,0,2,24,0,1180,0,3,0,7,True,4,70,0
1182_03,2,0,2,23,0,60,838,0,0,0,True,5,237,0
1185_01,2,0,2,30,0,1273,0,0,557,0,False,4,71,0
1186_01,0,0,2,0,0,0,0,0,0,0,True,6,183,1
1186_02,0,0,2,8,0,0,0,0,0,0,False,6,183,1
1186_03,0,1,2,1,0,0,0,0,0,0,False,6,183,1
1186_04,0,0,2,48,0,0,33,541,0,112,True,5,227,1
1186_05,0,0,2,12,0,0,0,0,0,0,False,6,183,1
1187_01,0,0,2,30,0,0,448,174,4,44,False,5,228,1
1187_02,0,0,2,10,0,0,0,0,0,0,False,6,184,1
1187_03,0,0,2,11,0,0,0,0,0,0,False,6,184,1
1188_01,1,0,2,58,0,196,1266,0,1112,61,False,2,46,0
1190_01,0,0,2,52,0,0,225,400,71,8,True,4,72,0
1191_01,0,0,2,36,0,0,0,0,0,919,False,5,229,1
1192_01,0,0,2,32,0,493,515,0,180,0,False,5,238,0
1193_01,1,1,2,16,0,0,0,0,0,0,True,1,50,1
1193_02,1,1,0,25,0,0,0,0,0,0,True,1,50,1
1195_01,0,0,0,28,0,2,438,0,0,0,True,5,239,0
1197_01,1,0,0,32,1,0,117,1079,310,868,False,1,45,0
1198_01,2,0,2,28,0,42,755,0,0,0,True,5,82,1
1199_01,0,0,2,16,0,0,0,622,0,222,False,4,73,0
1203_01,1,0,0,50,1,0,1348,0,575,1238,False,1,51,1
1206_01,0,0,2,20,0,71,8,434,322,0,False,5,241,0
1208_01,0,0,2,23,0,1273,0,6,30,194,False,6,178,0
1210_01,0,1,2,45,0,0,0,0,0,0,True,6,179,0
1210_02,0,0,2,23,0,340,411,0,0,5,False,6,179,0
1211_01,0,1,1,53,0,0,0,0,0,0,False,6,186,1
1211_02,0,1,2,8,0,0,0,0,0,0,False,6,186,1
1211_03,0,1,2,6,0,0,0,0,0,0,True,6,186,1
1211_04,0,1,2,3,0,0,0,0,0,0,False,6,186,1
1211_05,0,0,0,13,0,1,196,680,78,10,True,5,232,1
1211_06,0,1,2,60,0,0,0,0,0,0,False,6,186,1
1211_07,0,0,0,1,0,0,0,0,1327,0,True,6,186,1
1212_01,0,0,2,40,0,0,1,189,465,0,False,6,180,0
1213_01,0,0,2,51,0,0,1507,659,0,4,True,5,242,0
1214_01,0,1,0,31,0,0,0,0,0,0,True,6,181,0
1215_01,0,1,2,28,0,0,0,0,0,0,True,6,187,1
1216_01,0,0,2,20,0,65,679,0,0,0,True,6,182,0
1218_01,0,0,2,14,0,0,0,0,1018,7,False,5,243,0
1220_01,1,0,2,23,0,0,462,0,317,658,False,4,76,0
1221_01,0,0,2,4,0,0,0,0,0,0,False,6,188,1
1221_02,0,0,2,20,0,0,0,0,923,1,False,4,87,1
1222_01,0,0,2,75,0,0,402,0,128,130,False,6,183,0
1223_01,1,1,0,24,0,0,0,0,0,0,True,2,48,1
1225_01,0,0,2,18,0,2,822,60,28,1,True,5,244,0
1228_01,2,1,2,21,0,0,0,0,0,0,True,5,82,1
1228_02,2,0,2,59,0,139,0,725,0,0,True,4,89,1
1229_01,0,0,2,27,0,0,0,694,33,2,True,5,245,0
1230_01,0,0,2,38,0,310,34,0,272,217,False,6,189,1
1231_01,2,1,2,41,0,0,0,0,0,0,False,4,77,0
1232_01,1,1,2,36,0,0,0,0,0,0,True,2,49,1
1232_02,1,0,0,29,0,0,42,0,1214,550,False,2,49,1
1233_01,0,1,1,22,0,0,0,0,0,0,True,6,184,0
1234_01,0,0,1,23,0,0,0,846,0,0,True,5,236,1
1235_01,0,0,2,32,0,27,328,784,27,0,True,5,237,1
1236_01,0,0,0,21,0,504,43,0,1,0,False,5,246,0
1238_01,1,0,2,26,0,0,732,1073,674,316,True,2,50,1
1238_02,1,1,2,61,0,0,0,0,0,0,True,1,53,1
1239_01,0,0,1,30,0,481,13,120,40,105,True,4,78,0
1240_01,0,0,2,40,0,705,175,0,0,28,True,5,238,1
1242_01,1,0,0,37,0,0,1310,0,113,211,True,2,48,0
1243_01,1,0,2,41,0,0,1265,0,854,833,False,0,9,0
1243_02,1,0,2,32,0,1267,68,11,335,0,False,0,9,0
1246_01,0,0,2,30,0,0,180,0,470,0,False,6,185,0
1248_01,0,0,1,27,0,0,1507,0,0,0,True,5,239,1
1250_01,0,0,2,22,0,0,17,0,61,481,False,5,240,1
1254_01,2,0,2,54,0,569,0,376,0,47,False,3,44,1
1254_02,2,0,2,27,0,4,0,720,219,0,False,5,241,1
1255_01,2,1,2,52,0,0,0,0,1327,0,True,5,242,1
1255_02,2,1,2,15,0,0,0,0,0,0,True,5,242,1
1256_01,2,0,2,27,0,894,0,1,10,9,False,4,92,1
1258_01,1,0,0,30,0,0,1217,267,949,1197,False,0,10,0
1259_01,0,0,2,19,0,0,0,510,0,139,False,5,243,1
1260_01,0,1,1,22,0,0,0,0,0,0,True,6,186,0
1261_01,1,0,0,43,0,924,1143,0,50,1042,False,2,49,0
1263_01,2,0,2,25,0,803,1,66,0,5,False,5,244,1
1264_01,0,0,2,51,0,0,1,0,51,719,False,4,79,0
1267_01,0,1,1,34,0,0,0,0,0,0,True,6,191,1
1269_01,2,0,2,21,0,1092,0,15,0,1,False,4,80,0
1271_01,0,1,1,21,0,0,0,0,0,0,False,6,189,0
1273_01,0,0,2,23,0,0,0,0,624,0,False,5,246,1
1274_01,0,0,0,38,0,0,0,487,40,168,False,5,254,0
1278_01,0,1,2,30,0,0,0,0,0,0,False,6,190,0
1279_01,1,1,0,31,0,0,0,0,0,0,True,2,50,0
1280_01,0,0,1,44,0,0,169,412,0,0,True,5,257,0
1281_01,0,1,2,14,0,0,0,0,0,0,False,6,193,1
1282_01,0,1,1,18,0,0,0,0,0,0,False,6,191,0
1283_01,0,0,2,19,0,6,1507,1,583,0,False,6,194,1
1284_01,2,1,2,27,0,0,1507,0,0,0,True,5,247,1
1285_01,0,0,0,36,0,264,344,16,0,0,False,5,258,0
1286_01,2,1,2,10,0,0,0,0,0,0,True,5,248,1
1287_01,2,1,2,1,0,0,0,0,0,0,True,5,259,0
1287_02,2,1,0,4,0,0,0,0,1327,0,True,5,259,0
1287_03,2,0,2,21,0,591,0,792,1,43,False,5,259,0
1288_01,0,0,2,24,0,508,0,0,0,0,False,6,192,0
1289_01,0,0,2,8,0,0,0,0,0,1306,False,6,195,1
1289_02,0,0,2,18,0,636,0,2,0,19,False,6,195,1
1291_01,2,0,2,33,0,1028,59,4,0,0,False,5,260,0
1292_01,1,0,0,31,1,0,1505,3,195,1104,True,1,55,1
1292_02,1,0,2,43,0,105,316,250,679,13,True,1,55,1
1293_01,0,0,2,20,0,204,0,1115,0,491,False,5,261,0
1294_01,1,1,2,28,0,0,0,0,0,0,True,0,14,1
1294_02,1,1,1,30,0,0,0,0,0,0,True,0,14,1
1294_03,1,0,2,28,1,1273,0,1115,0,0,False,0,14,1
1295_01,0,0,2,19,0,68,0,0,588,0,False,5,82,1
1299_01,0,0,2,22,0,0,0,560,5,0,True,5,250,1
1300_01,0,0,0,27,0,1,269,1,342,13,False,5,251,1
1302_01,2,0,0,22,0,209,50,1095,143,239,True,3,45,1
1304_01,0,1,0,2,0,0,0,0,0,0,True,4,82,0
1304_02,0,0,2,4,0,0,0,0,0,0,False,4,82,0
1304_03,0,0,2,10,0,0,0,1115,0,0,False,4,82,0
1304_04,0,0,2,9,0,0,0,0,0,0,True,4,82,0
1304_05,0,1,2,37,0,0,0,0,0,0,False,4,82,0
1304_06,0,0,1,2,0,0,0,0,0,0,True,4,82,0
1306_01,1,0,2,44,0,0,1242,1,750,437,True,1,56,1
1306_02,1,0,0,11,0,0,0,0,0,0,True,1,56,1
1307_01,0,1,2,22,0,0,0,0,0,0,False,6,193,0
1308_01,1,1,0,40,0,0,0,0,0,0,True,5,82,1
1308_02,1,0,0,30,0,258,1167,0,1287,1066,False,4,94,1
1308_03,1,0,0,37,0,0,363,0,1124,6,False,4,94,1
1308_04,1,1,0,26,0,0,0,0,0,0,True,4,94,1
1309_01,0,0,2,19,0,0,4,107,0,555,True,5,264,0
1310_01,1,0,2,57,0,0,718,1,1229,53,False,2,52,1
1311_01,2,0,2,1,0,0,0,0,0,0,True,5,265,0
1311_02,2,0,2,17,0,738,47,270,0,0,False,5,265,0
1311_03,2,0,2,26,0,1064,4,4,0,522,False,3,43,0
1312_01,0,1,0,21,0,0,0,0,0,0,True,6,194,0
1316_01,1,1,2,28,0,0,0,0,0,0,True,4,95,1
1316_02,1,0,0,36,0,0,645,1115,1215,89,False,4,95,1
1317_01,2,0,2,25,0,1143,0,23,0,67,False,5,266,0
1322_01,0,1,2,40,0,0,0,0,0,0,True,6,196,0
1323_01,0,1,0,23,0,0,0,0,0,0,True,5,267,0
1324_01,0,1,0,2,0,0,0,0,0,0,False,6,199,1
1324_02,0,0,0,10,0,0,0,0,0,0,False,6,199,1
1324_03,0,1,2,43,0,0,0,0,0,0,True,6,199,1
1325_01,0,1,2,0,0,0,0,0,0,0,True,4,97,1
1325_02,0,0,2,24,0,70,151,309,0,300,False,4,97,1
1325_03,0,1,2,42,0,0,0,0,0,0,True,4,97,1
1326_01,2,0,2,30,0,953,0,1115,0,790,False,5,257,1
1326_02,2,0,2,19,0,964,0,243,0,0,False,5,257,1
1328_01,0,1,2,26,0,0,0,0,0,0,False,6,198,0
1330_01,2,0,2,47,0,350,0,187,396,0,False,3,46,1
1330_02,2,0,2,28,0,118,8,811,1,7,True,3,46,1
1331_01,0,1,1,24,0,0,0,0,0,0,True,6,200,1
1332_01,0,0,2,29,0,28,0,469,196,0,False,4,98,1
1333_01,0,0,1,32,0,0,396,0,219,26,False,5,269,0
1335_01,0,1,2,44,0,0,0,0,0,0,False,6,199,0
1336_01,0,1,2,17,0,0,0,0,0,0,True,6,201,1
1337_01,0,0,0,35,0,627,14,0,501,4,False,5,258,1
1340_01,0,1,2,23,0,0,0,0,0,0,False,6,203,1
1342_01,0,0,2,34,0,0,114,5,0,620,False,6,200,0
1345_01,0,0,2,25,0,842,0,18,590,0,False,5,260,1
1347_01,0,0,2,67,0,0,582,0,1,0,True,5,271,0
1348_01,1,0,2,22,0,0,888,0,333,1092,False,1,57,1
1348_02,1,1,2,27,0,0,0,0,0,0,True,1,57,1
1350_01,0,1,0,27,0,0,0,0,0,0,True,6,206,1
1350_02,0,0,2,14,0,962,2,124,397,72,False,5,261,1
1350_03,0,0,1,42,0,416,102,8,195,0,False,6,206,1
1350_04,0,1,1,19,0,0,0,0,0,0,False,6,206,1
1351_01,0,0,2,22,0,0,0,0,0,0,False,6,202,0
1352_01,2,0,2,31,0,43,596,1,539,0,False,5,272,0
1353_01,2,0,2,10,0,0,0,0,0,0,True,5,262,1
1353_02,2,0,2,39,0,970,0,309,0,594,False,5,262,1
1353_03,2,1,2,41,0,0,0,0,0,1306,True,5,262,1
1353_04,2,0,2,0,0,0,0,0,0,0,True,5,262,1
1355_01,0,1,1,22,0,0,0,0,0,0,True,6,203,0
1356_01,0,0,2,21,0,0,39,0,289,457,False,6,207,1
1357_01,2,1,2,40,0,0,0,0,0,0,True,3,48,1
1360_01,0,0,2,25,0,0,720,0,0,0,True,4,100,1
1362_01,0,0,2,23,0,0,801,0,116,2,False,5,265,1
1365_01,1,0,0,33,0,77,1049,0,1153,147,False,1,58,1
1365_02,1,1,2,20,0,0,0,0,0,0,True,1,58,1
1366_01,0,1,0,40,0,0,1507,0,0,0,True,6,206,0
1368_01,0,1,2,27,0,0,0,0,0,0,False,6,208,0
1370_01,0,0,2,21,0,749,0,23,3,0,False,4,102,1
1371_01,2,0,2,25,0,487,380,0,0,0,False,3,44,0
1375_01,0,0,2,2,0,0,0,0,0,0,False,6,208,1
1375_02,0,0,2,19,0,0,3,744,0,0,False,5,267,1
1376_01,0,1,2,41,0,0,0,0,0,0,False,6,211,0
1377_01,1,0,2,43,0,0,1103,449,42,141,True,2,52,0
1378_01,0,0,2,19,0,232,41,460,1327,0,False,6,212,0
1378_02,0,0,2,22,0,725,0,0,0,78,True,5,275,0
1379_01,0,0,2,16,0,0,30,0,631,4,False,5,268,1
1380_01,1,0,0,42,0,0,21,0,1080,1134,False,2,53,1
1381_01,0,1,1,20,0,0,0,0,0,0,True,6,209,1
1382_01,0,0,2,35,0,0,759,374,0,55,False,4,104,1
1383_01,1,1,2,53,0,0,0,0,0,0,True,3,49,1
1384_01,0,0,2,17,0,21,0,572,246,5,False,4,105,1
1384_02,0,1,2,6,0,0,0,0,0,0,False,6,210,1
1384_03,0,0,2,22,0,0,365,0,0,326,True,5,269,1
1384_04,0,0,2,41,0,302,0,336,2,86,True,5,269,1
1384_05,0,0,2,19,0,182,411,0,0,0,True,4,105,1
1385_01,0,0,2,39,0,570,3,0,0,0,False,6,213,0
1386_01,0,1,2,23,0,0,0,0,0,0,True,6,214,0
1387_01,2,0,2,31,0,806,0,261,0,0,False,4,85,0
1389_01,0,1,0,38,0,0,0,0,0,0,True,6,212,1
1390_01,0,1,1,1,0,0,0,1115,0,0,True,6,215,0
1391_01,2,1,2,13,0,0,0,0,0,0,True,5,276,0
1391_02,2,0,2,21,0,800,77,46,16,0,False,5,276,0
1391_03,2,0,2,44,0,411,2,202,0,312,False,5,276,0
1393_01,2,0,2,36,0,42,0,204,148,970,False,5,270,1
1393_02,2,0,2,19,0,1091,0,215,278,19,False,5,270,1
1395_01,0,0,2,7,0,0,0,0,0,0,True,6,214,1
1397_01,0,0,2,39,0,334,179,0,418,0,False,5,271,1
1398_01,0,0,2,28,0,0,409,303,0,46,True,6,216,0
1399_01,0,0,2,28,0,0,0,443,465,60,False,5,272,1
1400_01,0,1,0,14,0,0,0,0,0,0,True,6,217,0
1401_01,0,0,2,18,0,0,0,493,59,149,False,6,218,0
1402_01,0,1,1,23,0,0,0,0,0,0,True,6,215,1
1402_02,0,1,0,33,0,0,0,1115,0,0,True,6,215,1
1403_01,0,0,2,18,0,998,0,0,1327,0,False,4,86,0
1404_01,1,0,2,47,0,1,561,28,78,1126,False,1,60,1
1404_02,1,0,2,42,0,0,51,0,1187,13,False,5,82,1
1406_01,2,0,2,17,0,36,0,767,0,0,False,4,106,1
1407_01,0,0,2,21,0,594,4,27,8,0,False,5,278,0
1407_02,0,0,1,17,0,8,206,3,352,0,True,5,278,0
1408_01,0,0,1,26,0,4,587,0,0,0,False,6,216,1
1410_01,0,0,2,23,0,0,445,720,0,120,False,5,279,0
1412_01,0,0,0,15,0,0,0,1115,0,671,False,6,217,1
1413_01,0,1,1,18,0,0,0,0,0,0,False,6,218,1
1414_01,0,0,2,65,0,244,0,0,0,976,False,5,280,0
1415_01,1,0,0,33,0,13,1507,996,17,32,True,3,45,0
1416_01,0,1,2,27,0,0,0,0,0,0,False,6,219,0
1417_01,1,0,2,41,0,0,174,0,902,1118,False,2,54,1
1419_01,2,0,2,42,0,932,0,843,0,0,False,5,273,1
1420_01,2,1,2,27,0,0,0,0,0,0,False,4,108,1
1421_01,2,0,2,37,0,295,1374,1115,26,664,False,5,274,1
1421_02,2,0,0,17,0,707,0,231,0,5,False,5,274,1
1423_01,1,1,2,24,0,0,0,0,0,0,True,1,61,1
1423_02,1,1,2,39,0,0,0,0,0,0,True,1,61,1
1423_03,1,1,0,59,0,0,0,0,0,0,True,1,61,1
1424_01,1,1,2,32,0,0,0,0,0,0,True,1,47,0
1424_02,1,0,0,29,0,1179,1013,0,0,958,False,1,47,0
1424_03,1,0,2,8,0,0,0,0,0,0,True,1,47,0
1424_04,1,0,0,28,0,0,1278,0,567,0,True,1,47,0
1424_05,1,1,2,35,0,0,0,0,0,0,True,1,47,0
1425_01,0,0,2,24,0,574,0,0,59,57,False,5,282,0
1425_02,0,1,2,1,0,0,0,0,0,0,True,6,220,0
1425_03,0,1,2,4,0,0,0,0,0,0,True,6,220,0
1426_01,1,1,0,28,0,0,0,0,0,0,True,3,46,0
1427_01,2,1,2,46,0,0,0,1115,0,0,True,5,275,1
1427_02,2,0,2,67,0,380,0,946,237,2,False,5,275,1
1428_01,0,0,2,44,0,0,188,126,397,0,False,4,109,1
1430_01,0,0,2,14,0,315,0,1009,1,8,False,5,283,0
1431_01,0,0,2,23,0,0,0,4,0,730,True,6,221,0
1433_01,0,1,2,51,0,0,0,0,0,0,False,6,219,1
1434_01,0,0,2,20,0,0,237,301,130,1306,False,6,222,0
1434_02,0,0,2,0,0,0,0,0,0,0,True,5,82,1
1434_03,0,1,2,0,0,0,0,0,0,0,False,6,222,0
1435_01,0,0,2,23,0,0,20,26,0,549,False,6,223,0
1438_01,0,0,2,24,0,176,208,0,188,185,False,4,89,0
1439_01,2,0,2,41,0,112,176,219,625,0,False,5,279,1
1439_02,2,0,2,30,0,649,97,9,1327,47,False,3,52,1
1440_01,0,0,2,27,0,0,960,39,11,542,False,5,280,1
1442_01,0,1,1,13,0,0,0,0,0,0,True,6,220,1
1443_01,0,1,2,16,0,0,0,0,0,0,True,6,225,0
1444_01,1,0,2,30,0,50,794,0,1,709,True,2,55,1
1445_01,0,0,1,8,0,0,0,0,0,0,True,6,221,1
1447_01,0,0,2,59,0,0,0,0,0,617,False,6,227,0
1450_01,1,1,0,43,0,0,0,0,0,0,True,3,53,1
1450_02,1,0,0,30,0,0,132,0,1246,111,False,3,53,1
1451_01,1,0,0,46,0,194,394,0,1127,1064,False,2,56,1
1451_02,1,1,2,39,0,0,0,0,0,0,True,2,56,1
1452_01,1,0,2,21,0,5,231,10,26,1122,False,2,53,0
1452_02,1,1,2,70,0,0,0,0,0,0,True,5,82,1
1452_03,1,0,0,34,0,0,918,0,51,888,False,2,53,0
1452_04,1,0,2,33,0,0,590,0,1265,6,False,2,53,0
1452_05,1,1,0,44,0,0,0,0,0,0,True,2,53,0
1453_01,0,0,0,16,0,0,1110,32,5,1123,False,6,229,0
1453_02,0,0,2,63,0,3,613,0,0,5,True,6,229,0
1454_01,1,0,2,37,0,0,1486,15,1178,72,False,3,54,1
1455_01,1,1,0,29,0,0,0,0,0,0,True,1,62,1
1455_02,1,0,2,29,0,0,1070,0,16,574,True,1,62,1
1455_03,1,1,0,22,0,0,0,0,0,0,True,1,62,1
1455_04,1,0,2,26,0,0,423,1010,10,429,True,1,62,1
1455_05,1,0,0,76,0,0,1100,370,1324,294,False,1,62,1
1457_01,0,0,2,61,0,0,316,3,1200,0,False,4,110,1
1458_01,0,0,2,46,0,0,0,997,299,0,False,6,223,1
1460_01,0,0,2,19,0,1273,679,345,0,0,True,5,285,0
1460_02,0,1,1,13,0,0,0,0,0,0,True,6,230,0
1461_01,0,1,2,27,0,0,1507,0,0,0,False,6,224,1
1462_01,0,1,2,30,0,0,0,0,0,0,True,6,231,0
1463_01,0,0,1,23,0,192,343,72,1,1,False,5,282,1
1465_01,0,0,1,63,0,312,261,0,0,232,False,6,233,0
1467_01,0,0,2,21,0,708,1,0,61,26,False,4,111,1
1474_01,2,1,2,32,0,0,0,0,1327,0,True,5,287,0
1478_01,0,0,2,33,0,0,0,0,364,1051,False,5,289,0
1478_02,0,0,1,39,0,1273,19,607,0,576,False,5,289,0
1479_01,2,1,2,49,0,0,0,0,0,0,True,5,290,0
1481_01,2,0,2,27,0,460,0,616,0,0,False,4,91,0
1484_01,0,0,2,16,0,92,1,711,0,0,False,4,93,0
1485_01,2,1,2,38,0,0,0,0,0,0,True,5,291,0
1488_01,2,1,2,42,0,0,0,0,0,1306,True,4,94,0
1489_01,0,0,2,19,0,73,0,0,663,2,False,6,229,1
1490_01,1,0,0,26,0,0,273,0,1174,1306,False,3,47,0
1491_01,0,0,0,32,0,0,0,0,666,8,True,6,240,0
1491_02,0,0,2,56,0,0,51,0,2,581,False,5,292,0
1491_03,0,0,2,0,0,0,0,0,0,0,True,6,240,0
1493_01,0,0,2,38,0,35,0,0,0,585,False,5,285,1
1498_01,0,0,2,30,0,0,404,1115,0,150,False,5,295,0
1499_01,0,0,2,21,0,5,0,0,2,761,False,5,287,1
1500_01,0,0,2,11,0,0,0,0,0,0,False,6,230,1
1500_02,0,0,2,3,0,0,0,0,0,0,False,6,230,1
1500_03,0,0,0,17,0,0,55,730,0,55,True,6,230,1
1500_04,0,0,0,35,0,0,0,0,0,0,True,6,230,1
1500_05,0,0,0,17,0,287,174,0,0,334,False,5,288,1
1500_06,0,1,2,0,0,0,0,0,0,0,True,6,230,1
1500_07,0,1,2,46,0,0,0,0,0,0,True,6,230,1
1501_01,0,0,2,63,0,0,200,0,490,0,False,6,243,0
1503_01,2,0,2,35,0,1052,0,422,1,0,False,3,48,0
1503_02,2,0,2,61,0,821,0,67,0,0,False,3,48,0
1506_01,0,0,2,19,0,0,24,506,9,0,True,5,298,0
1507_01,0,0,2,43,0,0,0,838,2,0,True,5,289,1
1507_02,0,0,2,14,0,1,1,566,365,0,False,5,289,1
1507_03,0,0,2,78,0,0,0,0,382,4,False,6,231,1
1507_04,0,0,2,21,0,344,399,0,1327,0,False,5,289,1
1509_01,2,0,2,32,0,878,0,58,0,0,False,4,95,0
1510_01,2,0,2,31,0,870,0,1,0,0,False,5,291,1
1511_01,1,0,2,40,0,769,1507,0,265,293,True,1,63,1
1511_02,1,1,2,13,0,0,0,0,0,0,True,1,63,1
1511_03,1,0,2,36,0,0,1044,0,997,27,False,1,63,1
1511_04,1,0,0,31,0,65,1009,0,1268,1,False,1,63,1
1515_01,0,0,2,18,0,618,0,13,0,0,False,5,293,1
1520_01,0,1,2,40,0,0,0,0,0,0,True,6,235,1
1521_01,2,1,2,28,0,0,0,0,0,0,True,5,295,1
1523_01,1,1,0,41,0,0,1507,0,0,0,True,1,64,1
1523_02,1,1,2,35,0,0,0,0,0,0,True,1,64,1
1524_01,0,1,2,14,0,0,0,0,0,0,True,6,236,1
1525_01,2,0,2,20,0,447,802,38,0,0,True,5,299,0
1526_01,0,0,0,23,0,4,1507,2,241,443,False,5,300,0
1527_01,1,1,0,22,0,0,0,0,0,0,True,3,49,0
